RegExTimes AutomataTimes FlexTimes
288652900 126507200 32044300
288693000 126535800 32054000
288720900 126607400 32061500
288747900 126628200 32067500
288779200 126647300 32075900
288823400 126661900 32080800
288852500 126677300 32089900
288879600 126721800 32096500
288929800 126748500 32104100
288972900 126812700 32113700
289000700 126832900 32120000
289036400 126864000 32129600
289078300 126879800 32136800
289103900 126895000 32142400
289131800 126918600 32151600
289163800 126944100 32158500
289184100 126960600 32163400
289204500 126973800 32170900
289246000 127010400 32183300
289268500 127027600 32189800
289290700 127044400 32196600
289314900 127069900 32205200
289346900 127095100 32214100
289426800 127127000 32223000
289465700 127147000 32231500
289683100 127725800 32241400
289706000 127746700 32248800
289746100 127760100 32255100
289799200 127779600 32262400
289829800 127805200 32270100
289859900 127823500 32276800
289890800 127854400 32283700
294701600 127887200 32290800
294761900 127911300 32296900
294821100 127932200 32323700
294879800 127962800 32328900
294933200 127977000 32331900
295426700 128000300 32337600
295493000 128195000 32342600
295519900 128218900 32345700
295543500 128235100 32348000
295568900 128247700 32349900
295594600 128263700 32352500
295645700 128278400 32355100
295674900 128302100 32358700
295703500 128327600 32362900
295736200 128342700 32364900
295768300 128357400 32367300
295799300 128383000 32371300
295823300 128398400 32374600
295848200 128414300 32377300
295871600 128429300 32380100
295965500 128445800 32383200
296017400 128468000 32386400
296096500 128485200 32390300
296130500 128499600 32393800
296153500 128528600 32396700
296177300 128554900 32399200
296203300 128573500 32402400
296234800 128594600 32406900
296259400 128615000 32411900
296295700 128637600 32416700
296320400 128654000 32420200
296345500 128672100 32424700
296371600 128686600 32427800
296394400 128700000 32430200
296420400 128717400 32434100
296444800 128733000 32436600
296464700 128744200 32439500
296492600 128759500 32442400
296513700 128770500 32445600
296540200 128788000 32449300
296565400 128799600 32451300
296593800 128816900 32454000
296620100 128829700 32457300
296645200 128840100 32459400
296667000 128853200 32462600
298135800 128865500 32465200
298165500 128876400 32468200
298208000 128891500 32472300
298231000 128905300 32475100
298258800 128918500 32478500
298285300 128935100 32482700
298307600 128948800 32485700
298333900 128965600 32489400
298367800 128982400 32493000
298396800 128998800 32495800
298422200 129014500 32498900
298446500 129029800 32502500
298474200 129048000 32506400
298498600 129107800 32509600
298527000 129124900 32513800
298547200 129136400 32516700
298569300 129152200 32520100
298590100 129165800 32522900
298610400 129177200 32525400
298658100 129193000 32528700
298688800 129209300 32531800
298741500 129243300 32539800
298767800 129263200 32544000
298799100 129283300 32548200
298823400 129294800 32550100
298844700 129306200 32552900
298870200 129321500 32555500
298891500 129335300 32558700
299010000 129360000 32564900
299034000 129375600 32568000
299060000 129897500 32572300
299084900 129911500 32575100
299105400 129922300 32577900
299126400 129932200 32580100
299150300 129948700 32583800
299171900 129959300 32586200
299192700 129968900 32589300
299215300 129979400 32592300
299239900 130026700 32595700
299272500 130060600 32599600
299295100 130080800 32602900
299316700 130097300 32605400
299339900 130122300 32616100
299361900 130144900 32624000
299384700 130164100 32632100
299405700 130179700 32638200
299437400 130208800 32649600
299462700 130228600 32658100
299482700 130242800 32663700
299503300 130256300 32670100
299523400 130268600 32676600
299552100 130284700 32683900
299592100 130321400 32701300
299612200 130338100 32707000
299633900 130353700 32712900
299662300 130373900 32721100
299684500 130395800 32729600
299705100 130411300 32737000
305807400 130436500 32746600
305851400 130452200 32753400
306264800 130466900 32758900
306336400 130481900 32765100
306423800 130496400 32772000
306573600 130525500 32783700
306648200 130541500 32789600
306905000 130556800 32797000
307681900 130585700 32807400
307808100 130599900 32815100
407223200 130633500 32829000
407273400 130659100 32837600
407306900 130674600 32842600
407344900 130696900 32850900
407379700 130715700 32856600
407408600 130735600 32864300
407438200 130750600 32873900
407462100 130790600 32880300
407484400 130809200 32886900
407515600 130839500 32896900
407567500 130883200 32912500
407592800 130903100 32918300
407622700 130925600 32925700
407750900 130945200 32931900
407783100 130959800 32937000
407836700 130991200 32973300
407862400 131013200 32978300
407893000 131038100 32982900
407916100 131052800 32985100
408091500 131067800 32987800
408132300 131081400 32992200
408216500 131101800 32997800
408248400 131117400 33002500
408274300 131205700 33009000
408301900 131228000 33014700
408327400 131242400 33018500
408353000 131258800 33022900
408386200 131274400 33028000
408435400 131299500 33036700
408458400 131311200 33041200
408490400 131327200 33046700
408518100 131369600 33053500
408558200 131392400 33060500
408589100 131406900 33065000
408611100 131422200 33069500
408691800 131467600 33080700
408727600 131491700 33086500
408766500 131513600 33092800
408792800 131534000 33099300
408823600 131552500 33104800
408854800 131579100 33112100
408895300 131597000 33118400
408922500 131611000 33123300
408950900 131630600 33127800
408997500 131665200 33142900
409041700 131687200 33147900
409073400 131709800 33153700
409102300 131729800 33159300
409136600 131751100 33165600
409196500 131776300 33173100
409220600 131791900 33177600
409246800 131807800 33181400
409271900 131855600 33185700
409298100 131896300 33190600
409331600 131914700 33195200
409359900 131931000 33199800
409385600 131951200 33205000
409410400 131966800 33209700
409438400 131983000 33214500
409471500 131998000 33217900
409506000 132020200 33223600
409541500 132034000 33228200
409615100 132056500 33233500
409657900 132072000 33237300
409687500 132090800 33242200
409768700 132110600 33248100
409798300 132125100 33253500
409825400 132142100 33259800
409847100 132156300 33264000
409881000 132167900 33267800
409911000 132265000 33273100
409942000 132294200 33278800
409966700 132311000 33282300
409993000 132332500 33288400
410072800 132384700 33301800
410113600 132432200 33308300
410134900 132448600 33311800
410158400 132464800 33317500
410194300 132488400 33326300
410252600 132510400 33332200
410311100 132536500 33338300
410344500 132557300 33343100
410397700 132574600 33347600
410447200 132614600 33358200
410484600 132647700 33366600
410506400 132662300 33371500
411140800 132684100 33377400
411179800 132705400 33383000
411216100 132728100 33389900
411239200 132741900 33393200
411269700 132760500 33398900
411297800 132774800 33404300
411328400 132799900 33410800
411367100 132821600 33417200
411389700 132838200 33421000
411418200 132856700 33427700
411441500 132871800 33431300
411472000 132892000 33435500
411505200 132914300 33442900
411535900 132928900 33448100
412079200 132942700 33452500
412111500 132959700 33463200
412136300 132980000 33467600
412162300 133001600 33471300
412187500 133014100 33473700
412208000 133029100 33475900
412229000 133043900 33478700
412254300 133058600 33481900
412301700 133098000 33491300
412326800 133114300 33494100
412363600 133178100 33499200
412390900 133196500 33502400
412412400 133212700 33505600
412436700 133228100 33508300
412461100 133242800 33510900
412482800 133258700 33513500
412514900 133274100 33517400
412541700 133293100 33521000
467957200 133308400 33524500
468051100 133327800 33527900
468080800 133343500 33530500
468123600 133382400 33537400
468147300 133405400 33542700
468171100 133426500 33546200
468195000 133440100 33549000
468234800 133499200 33554300
468274600 133543000 33561000
468311000 133628800 33565800
468335600 133650600 33569300
468359200 133677400 33573900
468379000 133691000 33577200
468399100 133706700 33580200
468425100 133726700 33583600
468444700 133740800 33586000
468464600 133755100 33588800
468484900 133767300 33591700
468529800 133793900 33596500
468549400 133809900 33599000
468572600 133840800 33603500
468596100 133894100 33607500
468615500 133914900 33610800
468635500 133930400 33613700
468655200 133944700 33616700
468674600 133959000 33625000
468696100 133974200 33630900
468716100 133986400 33638300
468742500 134008400 33642500
468768200 134047700 33646500
468794800 134065200 33650400
468817000 134081300 33653400
468853200 134124800 33661300
468872700 134139300 33664300
468896000 134155400 33668000
468919200 134178000 33671200
468938900 134192900 33673500
468994500 134213600 33677200
469014400 134228700 33679900
469037200 134248400 33684700
469059400 134269900 33688500
469082500 134290400 33691800
469102700 134305400 33694300
469134100 134328900 33698900
469153500 134341800 33701900
469173100 134356600 33705000
469196900 134380100 33708200
469216300 134394000 33710800
469245800 134414000 33714000
469269700 134435900 33717200
469305100 134471500 33723100
469324900 134487200 33726500
469348700 134503900 33730600
469372300 134524700 33734000
469399700 134546600 33738300
487001700 134559600 33740800
487045800 134581400 33745500
487067300 134597900 33748600
487090700 134610600 33751500
487119400 134629100 33755000
487152600 134654300 33759900
487176000 134669500 33761600
487203000 134691500 33764800
487232700 134710200 33768100
487257400 134727700 33770800
487279800 134750200 33774200
487299000 134764800 33776300
487322100 134782700 33779600
487350600 134799500 33783200
487374800 134816900 33786700
487400800 134836600 33790600
487425800 134847600 33793200
487447700 134860100 33795200
487474900 134878000 33798100
487503900 134898200 33801800
487529100 134943600 33803800
487575900 134969000 33806200
487610500 134986200 33809300
487636900 134997700 33812400
487661800 135010900 33815300
487683200 135021900 33817600
487707600 135035200 33820900
487739600 135051300 33824800
487767600 135065000 33827700
487790800 135076800 33830400
487816700 135094000 33834800
487846700 135105300 33837600
487936700 135117200 33840800
487961100 135132200 33842800
488174500 135150100 33846200
488210900 135163400 33848200
488232600 135175700 33851100
488309100 135207300 33858000
488334500 135224400 33862800
488355600 135236200 33865800
488382200 135250200 33869200
488407900 135266600 33872600
488433300 135326500 33877500
488458400 135367600 33879800
488484400 135388600 33883100
488508800 135400700 33886200
488531700 135434000 33889400
488552900 135987700 33892800
488578200 136011600 33895900
488600200 136025400 33897900
488625200 136039400 33900700
488667400 136100200 33907600
488713400 136140200 33912200
488735700 136158100 33915800
488757700 136174400 33918200
488784500 136194000 33922500
488899700 136220900 33934900
488929200 136238000 33938600
488962700 136253800 33943600
488990900 136268200 33947400
489017200 136281500 33950800
489057900 136296000 33954400
489079200 136307300 33957800
489103700 136321800 33961500
489125300 136332700 33964200
489155300 136346500 33967800
489177900 136357300 33970900
489205100 136370300 33974800
489228300 136383500 33977100
489251500 136398500 33979900
489278100 136410300 33983000
489300600 136420700 33986000
489323900 136436400 33989200
495632600 136454600 33992100
495678900 136474400 33996500
495708400 136493800 33999900
495734600 136510000 34002000
495804300 136535000 34006300
495828600 136549800 34009000
495858200 136565500 34012200
495897900 136592700 34016700
495925000 136609000 34019800
495951800 136625000 34023300
495974800 136637900 34026000
495997600 136665000 34030300
496016600 136681800 34033400
496060200 136725300 34040200
496080100 136741900 34042800
496110800 136822200 34048300
496135100 136846900 34052900
496166100 136867900 34056900
496193600 136888500 34060500
496233200 136993700 34066500
496259800 137021900 34070000
496283000 137038400 34072700
496322500 137062400 34076700
496351500 137081000 34079100
496406200 137100900 34082700
496433700 137118800 34085700
496477600 137162100 34092700
496502700 137179600 34095300
496534100 137200300 34098500
496559700 137215500 34101100
496598000 137237800 34104600
496626300 137261100 34108500
496649900 137276600 34111400
496679700 137293400 34115100
496920800 137308300 34118000
496964800 137322700 34120800
497002300 137335300 34123000
497046500 137354200 34126400
497097300 137374200 34130000
497139600 137392900 34133100
497195000 137412700 34136700
497229600 137427500 34139700
497267200 137471900 34143100
497330900 137490500 34146900
497360700 137510300 34151100
497387800 137525200 34154500
497409300 137538300 34157100
497434300 137555100 34160500
497465400 137578700 34164900
497505000 137609500 34170900
497525400 137623800 34173200
497565600 137666600 34181400
497589900 137686300 34185300
497618600 137709600 34188300
497642900 137730100 34192000
497665200 137744200 34194800
497688100 137758200 34197400
497712400 137773900 34200300
497748200 137801500 34206400
497767800 137813400 34209300
497792000 137831400 34213400
497816300 137846600 34216900
497850200 137871300 34222000
497869800 137883600 34224600
497890200 137895800 34233500
497910400 137907800 34236000
497930300 137920900 34238500
497953600 137938700 34242400
497973800 137950700 34247200
497994700 137961200 34250000
498024900 137980300 34252600
498055700 138000000 34256700
498075700 138014300 34259600
498099300 138028200 34262400
498122700 138043400 34265700
498143100 138054900 34268100
498163100 138065600 34270900
498186300 138081600 34274100
498206100 138091600 34276900
498229300 138105900 34280500
498302700 138117500 34283900
498341200 138130600 34287200
498362800 138143500 34289700
498391300 138163600 34294200
498422900 138183800 34299200
498443500 138196200 34301200
498466000 138210600 34305100
498485900 138221300 34307500
498527200 138247200 34313800
498547000 138260100 34316700
498567400 138271200 34319200
498594700 138288300 34322500
498617700 138303900 34326200
498637600 138316500 34329000
498661000 138330800 34332800
498684600 138347300 34336000
498704300 138358000 34338800
498723700 138368600 34341200
498745300 138379500 34344000
499238400 138394100 34347300
499260600 138406000 34350100
499280700 138416700 34353300
499306200 138428600 34356100
499326900 138439900 34358900
499369600 138464100 34365800
499391500 138478800 34368500
499415200 138492200 34371800
499445800 138512400 34376600
499495500 138526700 34380000
499524700 138540300 34383100
499571900 138559000 34388500
499597300 139241200 34391900
499650200 139311500 34394600
499676000 139338500 34398800
499721600 139354600 34402300
499864300 139370900 34405400
499890800 139384000 34408400
499924800 139409000 34413200
499949200 139422400 34415400
499971400 139435100 34418600
499995800 139454500 34422900
500019600 139471600 34427000
500041200 139484200 34428600
500061300 139496500 34430600
500083200 139509600 34433400
500111200 139527900 34437200
500141300 139546500 34441200
500164200 139559500 34444200
500185100 139572000 34447200
500213200 139589100 34451200
500233300 139602800 34454400
500252700 139615400 34456800
500277300 139631300 34459800
500300200 139648300 34463500
500319000 139660500 34465600
500339700 139673600 34468300
500362000 139689600 34471700
500381200 139701300 34475100
500419400 139729800 34480600
500438900 139743500 34483800
500457200 139756100 34486200
500475400 139768900 34488700
500499700 139785900 34491900
500523800 139802800 34495100
500544000 139814800 34497800
500566900 139829100 34501300
500598000 139858400 34505800
500618000 139871900 34508600
500641400 139898200 34512500
500661700 139915700 34515200
500705700 139982100 34521400
500727900 139998600 34524300
500763000 140018300 34527700
500786400 140033900 34543600
500817900 140056000 34549300
500841400 140075200 34553500
500865900 140090600 34556300
500888900 140107400 34559700
500908800 140119200 34562400
500943300 140148100 34570000
500962700 140161900 34572300
500986400 140179100 34576200
501009400 140245400 34579100
501046400 140291800 34586800
501065300 140309100 34589300
501084400 140324500 34591700
501118100 140365000 34597300
501144400 140390100 34600800
501167500 140416600 34604700
501190700 140434700 34608000
501210400 140450200 34610400
501237000 140474200 34614100
501257700 140489600 34616300
501282500 140514300 34620000
501299700 140530800 34622900
501321700 140550500 34627100
501342900 140562900 34629600
501364000 140574600 34632500
501390200 140592200 34636300
501409400 140605000 34639500
501435900 140623400 34643400
501455700 140634900 34646500
501475800 140646800 34649800
501505200 140664900 34653900
501538400 140684300 34658100
501562700 140697800 34661100
501596100 140873400 34664500
501620600 140897300 34669000
501773300 140914600 34672700
501804900 140933000 34675700
501837500 140957300 34681100
501879900 140980800 34684900
501917800 141406100 34689100
501958100 141463200 34696100
501979600 141481500 34699100
502000800 141494500 34702200
502021500 141507800 34704900
502044200 141520300 34707100
502073200 141539500 34710800
502098800 141556700 34715100
502120800 141573000 34718600
502141700 141586700 34721700
504538400 141600000 34724700
504772800 141612300 34727400
504803900 141628300 34731200
504827500 141647000 34734900
504846900 141659000 34737100
504953300 141726500 34742100
504990100 141758200 34746500
505011200 141771500 34749400
505031200 141783300 34752100
505051000 141835800 34754100
505087700 141865100 34758700
505111100 141878700 34760600
505134400 141892200 34763700
505154700 141904900 34766600
505176400 141917800 34768700
505219600 141941700 34773100
505239600 141954600 34775900
505285700 141990600 34783300
505307300 142005100 34785900
505329800 142020200 34788900
505352700 142039000 34793500
505373000 142050400 34795900
505393200 142061400 34798400
505429600 142084400 34802900
505452800 142096200 34805000
505477300 142111400 34809000
505496800 142123200 34811600
505520100 142148200 34816500
505542200 142161000 34819200
505565900 142178900 34822000
505747800 142209200 34828200
505781900 142223400 34830800
505814400 142235400 34833200
505847000 142247000 34836100
505887800 142263900 34840200
505919600 142275200 34875400
507217300 142290400 34883400
507258500 142302900 34887700
507320700 142325600 34897900
507363500 142343100 34904400
507409000 142358700 35003100
507448900 142401100 35008700
507485200 142414300 35011600
507617900 142426500 35014100
508099900 142442800 35018600
508123900 142453700 35021100
508144300 142465400 35023800
508179500 142489700 35030600
508223000 142511600 35035000
508243400 142522900 35037400
508266800 142540700 35041200
508289500 142554500 35043700
508331800 142568100 35047200
508359800 142579900 35049700
508380300 142591500 35052300
508399900 142603400 35055300
508424400 142617700 35061400
508461600 142640700 35067100
508481200 142653100 35069500
508555800 142665200 35071900
508584100 142677800 35074600
508609500 142692900 35078000
508633500 142710500 35082200
508656900 142726100 35086300
508680100 142742500 35089900
508708700 142761500 35094500
508728000 142773000 35096800
508747200 142784700 35099600
508768600 142797400 35102300
508791100 142812100 35105400
508810500 142824300 35107800
508852200 142856800 35117500
508880600 142876500 35121400
508903900 142895100 35126500
508932300 142920900 35130000
517293900 142935500 35132500
517352300 142948200 35134800
517386600 142960800 35137700
517446500 142978000 35141200
517680700 142990600 35143900
517988900 143005900 35147400
518180500 143086900 35150700
521399400 143123200 35157700
521480400 143152700 35164800
521508100 143170800 35168300
521534600 143182800 35172300
521559200 143200400 35176300
521581800 143212200 35179000
521604200 143222700 35181200
521628800 143239300 35184700
521649200 143312200 35187400
521669700 143333300 35189600
521709400 143379900 35202700
521733800 143404100 35210200
521757700 143424900 35220600
521797900 143453300 35227500
521818500 143468600 35230600
521841200 143484600 35233100
521864500 143511600 35238500
521896100 143546100 35246200
521939200 143572900 35251200
521974300 143599600 35255000
521995100 143614000 35257900
522015800 143629000 35261000
522036500 143643800 35263200
522062700 143669200 35267300
522088500 143685600 35270200
522113900 143708800 35273900
522137400 143731800 35277800
522162700 143751800 35280800
522186800 143772000 35284200
522215700 143796700 35287000
522246800 143818600 35290600
522267500 143834100 35293200
522288600 143849300 35295700
522312200 143874200 35299600
522334000 143889400 35301700
522362300 143920900 35305700
522387100 144144500 35309800
522407400 144164300 35312400
522431700 144186900 35315700
522452900 144201600 35318500
522477300 144220400 35320900
522501000 144255500 35323800
522526100 144292900 35326900
522547600 144333200 35329800
522571700 144368900 35332300
522593300 144402900 35335100
522617800 148770300 35339900
522638100 148786100 35342100
522658600 148800400 35344500
522681400 148815300 35346900
522925800 148864800 35355000
522987000 148904800 35361500
523018500 148933900 35365600
523059800 149004500 35370100
523085600 149028000 35373600
523107000 149042100 35375900
523155000 149053300 35378500
523183600 149066200 35382300
523206500 149077000 35384300
523226900 149087500 35386800
523246400 149098700 35389600
526109100 149113700 35392200
545180100 149127800 35395100
545293000 149155800 35399400
545328500 149170200 35401900
545406600 149285800 35405700
545437600 149394900 35408700
545472100 149419300 35412800
545499400 149443400 35416400
545538200 149471000 35423800
545721100 149491800 35430700
545745700 149507100 35433900
545767200 149524100 35437100
545791700 149547700 35441800
545821700 149631900 35445800
545849600 149707300 35450400
545869800 149728600 35456000
545890100 149742900 35461000
545912500 149758500 35466800
545936300 149777700 35470700
545958700 149793600 35473800
545982300 149814400 35477400
546061300 149858400 35485900
546085800 149883400 35489100
546108000 149898600 35491100
546150700 149913000 35493300
546181400 149936900 35498300
546206100 149960500 35502100
546226900 149974900 35504500
546251200 149994900 35508000
546275600 150014100 35510900
546299000 150033100 35514500
546322400 150052600 35518200
546348200 150073600 35521700
546373500 150095000 35524700
546403400 150116000 35527800
546430200 150137400 35531100
546451000 150154100 35534100
546473700 150168800 35536100
546505400 150189400 35539600
546530400 150211100 35543700
546550800 150226300 35545800
546572100 150241100 35548100
546593300 150256700 35550700
546829100 150270800 35552400
546970000 150307700 35560500
547008200 150330200 35564500
547044100 150353300 35568100
547087200 150385400 35572700
547116200 150410600 35576600
547145900 150424300 35579400
547167400 150438200 35582100
547193900 150459700 35586100
547218200 150476600 35589000
547239400 150490400 35591700
547272200 150515200 35596000
547790400 150535800 35600900
547826800 150557800 35606600
547853300 150582900 35611400
547875500 150598600 35614400
547912400 150626700 35619000
547940900 150643400 35622200
547964500 150666100 35626100
547985100 150681900 35628700
567878200 150704800 35632400
567937300 150722500 35635700
567968600 150742600 35639100
567994600 150764700 35642500
568017100 150829900 35645200
568040700 150843300 35649000
568064200 150854200 35652300
568088700 150865600 35655100
568109800 150875000 35658400
568137300 150887500 35661800
568158600 150898400 35664300
568180400 150908700 35666700
568201700 150919000 35669700
568225700 150934700 35675100
568246100 150944700 35677900
568266800 150954600 35680700
568293700 150966500 35684000
568322100 150979800 35687900
568344500 150990200 35691300
568369800 151003800 35695000
568395700 151017400 35698900
568420800 151030800 35702900
568446600 151043600 35705800
568469000 151053900 35707900
568490900 151063300 35710600
568515800 151077000 35714400
568539800 151088900 35717700
568595700 151117300 35723100
578609100 151135600 35727000
578679600 151146100 35729600
578709700 151159200 35733600
578738400 151171900 35736600
578764400 151318300 35740600
578789400 151338000 35742700
578812200 151348400 35746200
578835300 151358000 35749200
578859800 151367300 35751500
578888600 151379500 35754800
578911000 151388800 35756700
578941500 151400800 35760500
578977200 151414900 35764500
579003000 151428700 35769000
579034000 151440100 35772400
579062700 151454900 35776800
579099900 151468700 35780600
579124100 151478300 35783900
579147100 151488400 35786700
579173300 151500200 35789600
579201100 151510600 35792200
579236400 151525300 35796300
579260900 151535500 35799000
579291400 151550600 35803100
579315500 151561000 35806000
579369700 151574700 35809900
579455700 151590900 35814700
579494700 151601700 35817400
579591500 151618700 35822500
579625500 151629600 35829000
579659200 151642000 35836800
579689100 151656500 35844900
579719300 151668600 35851900
579818200 154453100 35864400
579884700 154502200 35872800
579911200 154518000 35878900
579938800 154536200 35885700
579957900 154548900 35891900
579983800 154565900 35899900
580040200 154585800 35907100
580064400 154604400 35914500
580084700 154616900 35918500
580108500 154632200 35922600
580128400 154644800 35926400
580158500 154669500 35931400
580178600 158397000 35933700
580207200 158441800 35937300
580227700 158457100 35940500
580247700 158469200 35943000
580271500 158484600 35947400
580291400 158495300 35949700
580315600 158511500 35953400
580342800 158529700 35958100
580424700 158545800 35962400
580484600 158604600 35966300
580521100 158619800 35969500
580548400 158886000 35972900
580573300 158946900 35976000
580619300 158984700 35978600
580647200 159022600 35981400
580668900 159061600 35984500
580712400 159168100 35997500
580736100 159293900 36005400
580756300 159491200 36011700
580790200 159587200 36019300
580810300 160160400 36025600
580833500 160196100 36030700
580856300 160220800 36036800
580876700 160244200 36040600
580899600 160273100 36045800
580924800 160308100 36052400
580949300 160361000 36061100
580973700 160663500 36071900
581040500 160686400 36075900
581072300 160719300 36083000
581095500 160739600 36087400
581124200 160768200 36094000
581151600 160798700 36100000
581218100 160845900 36107800
581255600 160873400 36110500
581288400 160903800 36114100
581330700 160923800 36116100
581367000 160950200 36119300
581462300 162049800 36121900
582165300 162079700 36125600
582228400 162101600 36130300
582266700 162116600 36134000
582295500 162130700 36137500
582323100 162141600 36140200
582357200 162151900 36142400
582384300 162168000 36146200
582405700 162182700 36149600
582441000 162193700 36152900
582467800 162203500 36155400
582501600 162214500 36161800
582531900 162226800 36169100
582574500 162251600 36181100
582598300 162264200 36184200
582623500 162275300 36186400
582669400 162293700 36191000
582723000 162324900 36200500
582751400 162338700 36205400
582781200 162352000 36224500
582823000 162367400 36231500
582847500 162377800 36236500
582875500 162394000 36245300
582909500 162406300 36262500
582936700 162417300 36270700
582961200 162427300 36277100
583005000 162440400 36285900
583043300 162457700 36294200
583067300 162469100 36300200
583093900 162484800 36307600
583126800 162497500 36315500
583155700 162508800 36322300
583186300 162523600 36330100
583214800 162538800 36339400
583238700 162550800 36344600
583332200 162566400 36350900
583373000 162577700 36356800
583428400 162603400 36366000
583459100 162621300 36373000
583491700 162632000 36379100
583524700 162646600 36387300
583554000 162663600 36395700
583585700 162681900 36404400
583606200 162693900 36411200
583630900 162709100 36419800
583672400 162728600 36430200
583695500 162747300 36439700
583718700 162829700 36447300
583741000 162892400 36456900
583764000 162915300 36464300
583789000 162931400 36471400
583808100 162951200 36476900
583827500 162961700 36481700
583854300 162986700 36488900
583874700 162996600 36495000
583894300 163006100 36506700
583913500 163015700 36514800
583932900 163025400 36520000
583959100 163039600 36528100
583978900 163050600 36533600
583999800 163063300 36538800
584029500 163084400 36545400
584048500 163094600 36549900
584070600 163108100 36555700
584092700 163123400 36562600
584112300 163133800 36568000
584134000 163147700 36575400
584169100 163167600 36582500
584188100 163178200 36586500
584211300 163190900 36591500
584237400 163204500 36596100
584258600 163215600 36600600
584279300 163226200 36604200
584303200 163240900 36610000
584326700 163255100 36615800
584353400 163268100 36622900
584375100 163278200 36625900
584395200 163288100 36629100
584415100 163335800 36633600
584435200 163348000 36637400
584455200 163358200 36641100
584476000 163368400 36644900
584499200 163381100 36649100
584521300 163415500 36652900
584544400 163431900 36660200
584572200 163445600 36666600
584596200 163458800 36672000
584616000 163468900 36677000
584639600 163481600 36682100
584661000 163492100 36687800
584691400 163508900 36693900
584711800 163519200 36699500
584750300 163530500 36703300
584778700 163541400 36709500
584803800 163551000 36712200
584831900 163561900 36716400
584852600 163571700 36720400
584877200 163581200 36725900
584989200 163616300 36732000
585030400 163632900 36736600
585060700 163646100 36742200
585108000 163661300 36747600
585144700 163674300 36753500
585182300 163687400 36759400
585215100 163698600 36763900
585291900 163712800 36770600
585334400 163728200 36776200
585384000 163742500 36782900
585414000 163758200 36788200
585437500 163768700 36794000
585469200 163782000 36800000
585499500 163795500 36806000
585523900 163806400 36810100
585561500 163823500 36816400
585588700 163834800 36825000
585615300 163845800 36831300
585651300 163861400 36838600
585682000 163872400 36842700
585721800 163889400 36849700
585755600 164101000 36855300
585788100 164117800 36860800
585819900 164128800 36867300
585842800 164139400 36871800
585865800 164149900 36874900
585893100 164160900 36878000
585924400 164171400 36881100
585955700 164181500 36885300
585993200 164195200 36890000
586017300 164206400 36894600
586047800 164217200 36897200
586073300 164227500 36901700
586111100 164242500 36909200
586343800 164258300 36914400
586371000 164269200 36920100
586403600 164282500 36925200
586442000 164296300 36931300
586489600 164311700 36938000
586520100 164325200 36942900
586550800 164341800 36949500
586588100 164354700 36954600
586625900 164367200 36959200
586651300 164398600 36963000
586681300 164421000 36966700
586706700 164432300 36970700
586736100 164444900 36976200
586770700 164457800 36980700
586806500 164469700 36984700
586863100 164502900 37013000
586887300 164515000 37016700
586928000 164535100 37023300
586964100 164546700 37027100
587020800 164571400 37035500
587052400 164585000 37041500
587087300 164599800 37047600
587135600 164614800 37052100
587175800 164630000 37057200
587208900 164640900 37061600
587236400 164652400 37067400
587268100 164668800 37071400
587314300 164683500 37075900
587365000 164696700 37080900
587395100 164706900 37086100
587420200 164717000 37089500
587454100 164730000 37094500
587497700 164745700 37101600
587528800 164757800 37106700
587552500 164767800 37112800
587589300 164780500 37117800
587627400 164792000 37124300
587658700 164803400 37130300
587685400 164814900 37133500
587712000 164828000 37138500
587734400 164838300 37144000
587761400 164851100 37152800
587792800 164863600 37161400
588051900 164878600 37168500
588087300 164890700 37173600
588110600 164900500 37179100
588137500 164912600 37183900
588160700 164923200 37188700
588187400 164936500 37196700
588213800 164950400 37202900
588241800 164962100 37208400
588270000 164974800 37213200
588295600 164985400 37219700
588323300 164998400 37223700
588346100 165010300 37227300
588374000 165027800 37231300
588396600 165237100 37234900
588418600 165248700 37239100
588442500 165259400 37244700
588468500 165273200 37249300
588491100 165284700 37252400
588518500 165298000 37257200
588545400 165310100 37261600
588570100 165321100 37266400
588594900 165331600 37271900
588621600 165346600 37277200
588649200 165360100 37281900
588671800 165369900 37284800
588693400 165427900 37289600
588719300 165451700 37295400
588959300 165463800 37299100
588990700 165477700 37304200
589018200 165493400 37310400
589080700 165533200 37315900
589177400 165548100 37322000
589263400 165561600 37328400
591738500 165571600 37331900
591946700 165583600 37337600
591978400 165594400 37342600
592040800 165615500 37349500
592075500 165631900 37356500
592101000 165643100 37361300
592132700 165659500 37368100
592172500 165674600 37374100
592194900 165685500 37378500
592249700 165716500 37389000
592275800 165729100 37392800
592316200 165746900 37400300
592354100 165762900 37405600
592380600 165773200 37409600
592410900 165783300 37413700
592439300 165794000 37418500
592471800 165803800 37422700
592504800 165816000 37427500
592535100 165826000 37432200
592558100 165835700 37434800
592581900 165845700 37437800
592623200 165860400 37441600
592658500 165876200 37447700
592700800 165890800 37453500
592731500 165901400 37459000
592767700 165916500 37465100
592822600 165931700 37471900
592846500 165942100 37475800
592871300 165953200 37479200
592897700 165971400 37481500
592931000 165990200 37485800
592958000 166011700 37489200
592997000 166055500 37495000
593023200 166077000 37497600
593056100 166091700 37501400
593103100 166119300 37506200
593135200 166140400 37509200
593164900 166158200 37512700
593188800 166171800 37515100
593213500 166185200 37520300
593252300 166204700 37524200
593286000 166227500 37528600
593312400 166242200 37531800
593336100 166257600 37534500
593380200 166274700 37538600
593410000 166289500 37541500
593438300 166308200 37544600
